,surv,upper,lower,std.err,hazard
223.0,0.676866556974364,0.7017952374222328,0.6528233757087847,0.018453161914765946,0.0007932677495114158
224.0,0.6760383848721225,0.7009219501360766,0.6520382158586104,0.018442524084704582,0.0008019874641967385
225.0,0.6753966655385383,0.7002457769059945,0.6514293564698128,0.01843463076232577,0.0007951526028682479
226.0,0.6749416257249816,0.6997666368828229,0.6509973098567337,0.01842926546613824,0.0007889577774406201
227.0,0.6743977337981573,0.6991942798238513,0.6504805838349149,0.01842309192336978,0.0007441989632634503
228.0,0.6740381713764594,0.6988160754031278,0.6501388168726479,0.018419133679959072,0.0008190750619898399
229.0,0.6735040171014554,0.6982545494385852,0.649630799280777,0.01841348105904074,0.0008126082113220774
230.0,0.6730011902078478,0.6977265116608581,0.6491520595141484,0.018408557919717124,0.0007901422005682306
231.0,0.6729422739215247,0.6976646659601758,0.6490959426883328,0.018407998539941635,0.0007874149807126828
232.0,0.672355162228092,0.6970486365416608,0.6485364728889264,0.0184026197992407,0.0007218423211649704
233.0,0.6721794181293484,0.6968643640653561,0.6483688841840887,0.018401101416922312,0.0007262879610673744
234.0,0.6713924881677297,0.6960397650613581,0.6476179893675037,0.018394672733152748,0.0007374563184701333
235.0,0.6707007476910885,0.695315532495131,0.646957348039972,0.01838946447826267,0.0007385344276038342
236.0,0.670528543875345,0.6951353415907147,0.6467927916358787,0.01838824080162016,0.0007160029628524896
237.0,0.6693320335063608,0.6938842709954028,0.6456485466020636,0.01838040907765256,0.0007073530364107046
238.0,0.6686534909864341,0.6931756061445103,0.6449988820228152,0.01837655790049969,0.0006980768517862666
239.0,0.6684848432886652,0.6929995634074819,0.6448373264619827,0.01837566699868696,0.0006838720495535719
240.0,0.6681473624168945,0.6926473544757097,0.6445139723992617,0.018373934531060232,0.0007052044716906522
241.0,0.6678079787503484,0.692293241622683,0.6441887189850252,0.01837225089730469,0.0006862862269294406
242.0,0.6673840761222892,0.69185117313516,0.6437822502247719,0.018370316284352962,0.0007544253464877969
243.0,0.6669638533682087,0.6914131517412461,0.6433791150481896,0.018368550550380412,0.0007466301206073355
244.0,0.6661285229857892,0.6905431526749601,0.6425770893773667,0.018365560061235266,0.00083583595586305
245.0,0.6657960112564478,0.690197103912924,0.6422575900304182,0.018364562130213397,0.0008193203026295281
246.0,0.6654636598026102,0.6898513456820756,0.6419381295547375,0.018363655189965244,0.0008384702607537899
247.0,0.6650505863707019,0.6894216302964313,0.6415410584693166,0.018362542332483675,0.0008713129582227924
248.0,0.6648874820837702,0.6892520592555937,0.6413841756369161,0.018362179812119517,0.0008043804307293784
249.0,0.6640745347011995,0.6884074744461751,0.6406016843344065,0.018360810727901425,0.0007820578344157231
250.0,0.6638309622479559,0.6881545932688811,0.640367078487085,0.018360526179819966,0.0008152598394422333
251.0,0.662869163367372,0.6871564670783563,0.6394402858661559,0.01835972002124529,0.0008300003510274368
252.0,0.6623935713946995,0.6866633196651757,0.6389816244137978,0.01835962349801489,0.0008440609497613212
253.0,0.6610369501326765,0.6852584943678223,0.6376715546500921,0.01836074170825037,0.0008459700332705983
254.0,0.6604791306717668,0.6846816689494923,0.6371321182328361,0.01836180996443528,0.0008314694992942941
255.0,0.6595416690498679,0.6837132523356988,0.6362246332466868,0.018364345150587477,0.0008461683902405505
256.0,0.6589424616581108,0.6830947373551574,0.6356441413343981,0.01836632657209098,0.0008489012720582701
257.0,0.6586445678563825,0.6827873808754028,0.635355425301882,0.018367414609205872,0.000824399603208258
258.0,0.6582707362324937,0.6824018561689386,0.6349929418609237,0.018368917273597157,0.000831773092189638
259.0,0.657670108956462,0.6817829570641917,0.634410068091627,0.018371720739349215,0.0008309430341339912
260.0,0.6571462204988111,0.6812436689965878,0.6339011645454782,0.018374572970295357,0.0008024599315127434
261.0,0.6566299072556595,0.6807123877224424,0.6333994251892193,0.018377544882965394,0.0007954201950902868
262.0,0.6561901919354759,0.6802601765651412,0.6329718875599712,0.018380268320340367,0.0007769472082397495
263.0,0.6559709806345945,0.6800348533915702,0.6327586377213777,0.018381715738948888,0.0007842254259691138
264.0,0.6549507742166156,0.6789869387757071,0.6317654908368721,0.01838901779016943,0.0007185327430682849
265.0,0.654591672933679,0.6786184042284682,0.6314156167946401,0.018391833730777723,0.0007132562903799638
266.0,0.654591672933679,0.6786184042284682,0.6314156167946401,0.018391833730777723,0.0006942147282192025
267.0,0.654090475998951,0.6781043678376943,0.6309269945530775,0.018396014915179417,0.0006800202155552461
268.0,0.6539473998088512,0.6779576977124091,0.6307874416949688,0.01839726334972229,0.0006784153695026123
269.0,0.6535179283111907,0.677517561982631,0.6303684311518845,0.0184011071651703,0.0006864394766325252
270.0,0.6533752824074868,0.6773714105503215,0.6302292258171065,0.01840241248114207,0.0006818112655082304
271.0,0.6526642368732574,0.6766433130477038,0.6295349379505923,0.01840924574314263,0.0006826349974790819
272.0,0.6521011196899595,0.6760670684557419,0.6289847415184084,0.01841495241699001,0.0006584996614047873
273.0,0.651613443517963,0.6755682928822223,0.6285080046635075,0.018420105808769877,0.0006650479526707008
274.0,0.6511314916269599,0.6750756178860102,0.6280366349431741,0.018425392333558523,0.0006784891757421781
275.0,0.650449892411135,0.6743794467894375,0.6273694498741751,0.01843333078668668,0.000625327605166165
276.0,0.6500426353823494,0.6739638375400898,0.6269704756835333,0.018438350293691244,0.0006130108870252884
277.0,0.6497717645950609,0.6736875486941333,0.6267049864356116,0.018441796096954385,0.0006627400575709696
278.0,0.6492991463907655,0.6732057252846185,0.6262415271728962,0.018448003277052084,0.0006636530277464987
279.0,0.6487650802090855,0.6726615905569823,0.6257175007572346,0.018455281331912987,0.0006822015975894035
280.0,0.6482365151955323,0.6721233972622833,0.6251985592890592,0.01846275160423682,0.0007168650359175497
281.0,0.6480408705860017,0.6719243226310271,0.6250063523626477,0.018465621443940646,0.0007301578486143156
282.0,0.6475215087495567,0.6713960458450386,0.6244959393038144,0.018473392582510278,0.0006992431281813627
283.0,0.6471330919010647,0.6710011778315574,0.6241140142084654,0.01847937679402995,0.0006842699909943824
284.0,0.6468104497527125,0.6706732455990475,0.6237967007847799,0.018484405161418204,0.00066419427108944
285.0,0.6466165725816422,0.6704761735582766,0.6236060406440834,0.018487417079625097,0.0006304594553286756
286.0,0.6459753203702152,0.6698246385770482,0.6229751646872346,0.018497608043576023,0.0005951917227203711
287.0,0.6454679761632023,0.6693094725386646,0.622475738575353,0.01850592421139304,0.0005966380933069955
288.0,0.6450899505843769,0.6689258289423988,0.622103417660967,0.018512289296667685,0.0005898586171546608
289.0,0.6442170894734719,0.6680407203215475,0.6212430556206757,0.01852756784204162,0.0005719522599614448
290.0,0.6439088902789439,0.6677283908761188,0.6209390893747152,0.018533120649256458,0.0005492401602438784
291.0,0.6436049842958663,0.6674204377012948,0.6206393337894852,0.018538620971881137,0.0005223105999724954
292.0,0.6432419181360687,0.6670526647755299,0.6202811068727572,0.018545296751802734,0.0005577191080533196
293.0,0.6430198688799185,0.6668278355400347,0.620061925641333,0.01854945876480788,0.0005358720846431725
294.0,0.6429795291561513,0.6667869991643611,0.6200220991618449,0.018550221603054716,0.0005245067019487594
295.0,0.6427585263689719,0.6665633218030664,0.6198038651521232,0.01855443801653387,0.0005274122434853786
296.0,0.6423371759844408,0.666137131431729,0.619387552777416,0.018562683101707007,0.0005309141897574173
297.0,0.642158351587472,0.665956381947733,0.6192107466704824,0.018566284629639714,0.0005039727889395204
298.0,0.6419210739142767,0.665716614049384,0.6189760874843528,0.01857111546874421,0.0004782561440931191
299.0,0.6416838786645545,0.6654770423795681,0.6187414049146882,0.018576034744017186,0.00047595720206227115
300.0,0.6415060244333727,0.6652974667052967,0.6185653786152235,0.018579771925251638,0.0004125795398843084
301.0,0.6408581119964497,0.6646437415204236,0.6179236996571261,0.01859375595773726,0.0004198854633382611
302.0,0.6406238101141237,0.6644074855198059,0.6176915146685233,0.018598933367481807,0.00042271218374735636
303.0,0.6403852267787593,0.6641668604465525,0.6174551353006097,0.018604169346691374,0.00041208816849972016
304.0,0.6400287810949914,0.6638073316539077,0.6171020130373828,0.018611973951972935,0.0004124528751645728
305.0,0.6397934970249275,0.663570102261916,0.6168688393928079,0.018617199385607457,0.0004528757370425893
306.0,0.6395017463473545,0.6632760444391446,0.6165796081586636,0.018623764837108068,0.00047814024153257183
307.0,0.6393276713041272,0.6631006710429836,0.6164069637496584,0.01862774534912154,0.00044960625124452753
308.0,0.6389820688084582,0.6627526028029429,0.616064097726223,0.018635740404251377,0.00045685370841676087
309.0,0.6389247065122661,0.662694830860947,0.6160071900084625,0.018637067814425576,0.0004592412219731466
310.0,0.6385250508456317,0.6622925296756407,0.6156105078823038,0.018646484311702544,0.0004659235962693282
311.0,0.6381871903630381,0.6619526531308967,0.6152749566302064,0.018654623663459116,0.0004646884220921176
312.0,0.6379624650892713,0.6617267224600527,0.6150516414884213,0.018660146725581465,0.00044280695688246813
313.0,0.6377379219607316,0.6615010802583717,0.6148284095788028,0.01866575039143139,0.00044093892592125545
314.0,0.6371825449915941,0.6609435334174569,0.614275766563406,0.01868005043361871,0.00044278125967678875
315.0,0.636641071800491,0.6604003462825132,0.613736586584253,0.018694326384033774,0.0004231616308371928
316.0,0.6365873780904377,0.6603465073943412,0.6136830972925209,0.01869576234891597,0.0004374126750079604
317.0,0.636318537393595,0.6600771030828012,0.6134151285403928,0.01870308263796492,0.0004470534154113702
318.0,0.6360534355629857,0.6598116476991652,0.6131506988429737,0.01871046320997945,0.00044164117675580405
319.0,0.6357336332388009,0.6594915757007845,0.612831561952165,0.018719496199055354,0.0004267510211116707
320.0,0.6355743096443768,0.6593321814889602,0.6126725107990435,0.018724049153615717,0.0004424243219123604
321.0,0.6352082143747219,0.6589660572691032,0.6123069180243814,0.018734622292055924,0.0004151518405705782
322.0,0.6350002268778508,0.6587581254695999,0.6120991492097049,0.01874069042459867,0.00039273008182069474
